text,cmp_code
"Establishing a formal covenant for veterans' care that recognizes the government's moral, social, legal and fiduciary obligation to care for Canada's veterans.",503
"Eliminating the Veterans Review and Appeal Board, which is staffed by appointees who have often been unresponsive to the realities faced by veterans seeking disability benefits,",503
and replacing it with a medically focused peer review process for appeals.,503
Increasing survivors' pensions,504
and ensuring funding is in place to support dignified funerals for veterans through the Last Post Program.,504
Launching a public inquiry into the spraying of Agent Orange at CFB Gagetown.,706
"For many years, the NDP has fought for Canada's veterans and their families so that they get the services and care they deserve.",706
"We will give the Veterans Ombudsperson greater powers to ensure that programs for veterans are delivered efficiently, effectively and transparently,",303
and reopen the nine Veterans Affairs offices closed by the Conservatives.,303
We will also apologize and make amends to those who were dismissed or forced out of the military on the basis of their sexual orientation or gender identity fairness that is long overdue.,503
"We will recognize the contributions of police, firefighters and other public safety officers by:   Establishing a Hero's Benefit to recognize the contributions of firefighters, police officers and other public safety officers who die or are permanently disabled in the line of duty.",504
RESTORING CANADA'S PLACE IN THE WORLD,NA
"The country that the Conservatives are projecting onto the world stage is no longer recognizable to many of the countries we have worked with closely over the decades, and it's no longer recognizable to us as Canadians.",305
Canada's role in the world in the past 10 years has become one where we lecture foreign governments at the United Nations and stymie progress to tackle climate change.,305
"An NDP government would work as an even-handed, fair arbiter abroad with a renewed focus on the UN and other international institutions.",107
"With the NDP, Canada will become a world leader on climate change cooperation, in the same way the Canada-United States acid rain agreement became a model for the world.",501
"Under Stephen Harper, Canada's relationship with the U.S. has deteriorated, causing damage to Canadian businesses and decreasing economic opportunities.",305
"We will prioritize results over rhetoric,",107
"take an active and collaborative approach to diplomacy,",107
and promote an independent foreign policy that's accountable to Canadians.,202
"This approach starts by working to earn a Canadian seat at the United Nations Security Council, something the Conservatives failed to do.",107
"This is an important step in rebuilding Canada's role as a leader in democratic development, peacekeeping and peacebuilding.",107
"To make Canada a leader on the world stage, the NDP will:   Bring a clear plan of action to the 2015 United Nations Climate Change Conference in Paris to advance global action on climate change.",107
Fully implement Canada's Action Plan on Women's Peace and Security.,107
This action will help eliminate sexual violence as a weapon of war and ensure women's equality is at the heart of Canada's foreign policy.,107
"We will also increase funding for the promotion of women's rights and health, including access to safe abortion.",107
Ratify key agreements to advance peacebuilding and equality.,107
"The NDP will ratify the UN Arms Trade Treaty,",107
"the Optional Protocol to the Convention against Torture,",107
and the Optional Protocol of the Convention on the Rights of Persons with Disabilities.,107
Actively support negotiations to arrive at an international nuclear weapons convention.,107
Work with partners for peace and justice in Israel and Palestine.,107
"Within a framework of respect for United Nations resolutions and international law, Canada will work towards a two-state solution where Israelis and Palestinians can live in secure, viable and independent states within negotiated, agreed-upon borders.",107
"Enable Canadian pharmaceutical companies to export generic versions of life-saving medicine for people suffering from HIV/AIDS, TB, malaria and other diseases in the developing world.",107
Reverse cuts to Canada's Overseas Development Assistance (ODA).,107
The NDP will set a timetable to meet an aid target of 0.7% of GNI with an increase of $500 million over the first mandate of an NDP government.,107
"These are important steps to focusing on the promotion of health,",107
democracy,202
and human rights abroad.,201
"The world has been waiting nearly a decade for Canada to step up in these ways, and the NDP will do so.",107
We will also make sure that our businesses and citizens working or travelling abroad receive the best support and assistance possible from their government by:   Providing a focused mandate to Canadian trade offices and government-supported development initiatives to work with small and medium-sized enterprises in Canada.,407
Enacting legislation to ensure consistent and non-discriminatory provision of consular services to all Canadians abroad.,503
"STRONGER COMMUNITIES, STRONGER DEMOCRACY",NA
"It's time to restore Canada's environmental credibility at home and around the world by putting a price on carbon,",501
making polluters pay,501
and taking meaningful steps to reduce carbon emissions.,501
UNDOING STEPHEN HARPER'S ENVIRONMENTAL DAMAGE,NA
"Under Stephen Harper, Canada's climate record has lacked leadership and been criticized by the United Nations for falling behind many other countries.",305
"For decades, Conservatives and Liberals have promised and failed to reduce Canada's greenhouse gas emissions and even joined together to defeat Jack Layton's Climate Change Accountability Act.",305
Reducing greenhouse gas emissions and making polluters pay for the pollution they produce are part of the NDP's plan to grow the economy while protecting the environment.,501
"NDP climate change initiatives will be undertaken in collaboration with provinces, territories, municipalities and Indigenous governments.",301
Federal carbon pricing revenues will be returned to the provinces so that they can be reinvested in greenhouse gas reduction efforts.,301
The NDP will:   Work with provinces and territories,301
to develop a pan-Canadian cap-and-trade system that sets concrete emissions limits for Canada's major polluters.,501
"The NDP initiative will recognize efforts already underway in provinces like British Columbia, Alberta, Ontario and Quebec,",301
and will allow jurisdictions to opt out if their own carbon pricing plans meet or exceed federal standards.,301
Reintroduce Jack Layton's Climate Change Accountability Act to make certain that Canada meets its long-term target of reducing greenhouse gas emissions.,501
Tom Mulcair's record as Quebec's Environment Minister means Canadians and the international community will be able to count on Canada's NDP government to make polluters pay and do our part on climate change.,305
The NDP will also protect our natural environment for future generations and reverse Stephen Harper's damaging changes to environmental protection laws by:   Affirming government's strong role in environmental protection and assessment.,501
Ensuring and supporting public participation in decision-making.,202
"Incorporating consideration of cumulative effects, regional assessments and greenhouse gas impacts for all major projects.",501
"Ensuring that the Crown's duty to consult Indigenous peoples in the environmental assessment process is upheld,",301
and that Indigenous peoples' meaningful participation is facilitated.,301
Restoring protection to Canada's lakes and rivers by reversing changes made to the Navigable Waters Protection Act in Budgets 2010 and 2012.,501
Restoring habitat protection to the Fisheries Act.,501
Meeting Canada's G-20 commitment to cut subsidies to non-renewable energy,501
and end the federal bias towards non-renewable energy production.,501
Taking action to ensure Canadian taxpayers don't pay the cost of dealing with toxins.,501
"We will adopt the principles from the European Union's REACH regulation to make industry responsible for assessing and managing the risks posed by chemicals produced or imported into Canada, instead of imposing the burden on the taxpayer.",501
"After a decade of Conservative disregard for our natural environment, there is much work to do to repair the damage they have caused.",305
"We must also look to the future, and continue to expand our environmental protections.",501
"The NDP will:   Consult with municipalities, provinces, the insurance industry, federal departments, Indigenous communities and other key stakeholders",301
"to develop a regionally targeted blueprint to deal with increasingly severe impacts of climate change (drought, floods, severe weather, health impacts, etc.) on communities and infrastructure.",501
"Introduce a Safe Drinking Water Act to support provinces and municipalities in their efforts to keep the drinking water of all Canadians safe, particularly those living in Indigenous communities.",501
Introduce legislation banning the bulk export of water across international boundaries.,501
Apply a green lens to all new federal legislation to ensure it is consistent with the principles of a strengthened federal Sustainable Development Act.,501
Introduce an Environmental Bill of Rights giving all Canadians the right to a clean and healthy environment.,201
PARKS AND WATER,NA
We will protect our natural environment for future generations and reverse Stephen Harper's damaging changes to environmental protection laws.,501
"The NDP will:   Move quickly to complete all proposed national parks and national wildlife areas, starting with Qausuittuq (NU).",501
"Others we will move on are Thaidene Nene (NWT), Mealy Mountains National Park Reserve (NL) and Edhzh­e National Wildlife Area (NWT), and expanding the Rouge National Urban Park (ON).",501
Recommit Parks Canada to prioritizing their legal obligation to maintain or restore ecological integrity as the first priority for park management.,501
"Update Parks Canada's national park system plan to focus on expanding parks where needed to protect their ecological integrity,",501
"creating new parks to improve representation of natural regions,",501
and improving ecological connectivity between national parks and other protected areas.,501
"Review Environment Canada's protected areas system,",501
and develop a clear vision and plan for protecting more nationally significant wildlife habitat.,501
"Review and update the National Conservation Plan to articulate a clear path towards achieving our Aichi 2020 targets,",501
"working with the provinces and territories, Indigenous communities and other stakeholders.",301
"As a country, we need to do more to protect and preserve our oceans.",501
The NDP will meet Canada's 2020 target of 10% of our oceans protected.,501
Canada has only protected 1.1% so far.,501
We will set a 2017 target to formally dedicate those under existing consideration.,501
"Formally protect the following areas under consideration:   Quebec: Žles-de-la-Madeleine, St. Lawrence Estuary, American Bank of the Gasp Peninsula   Nova Scotia: St. Ann's Bank   New Brunswick: Shediac Valley   British Columbia: Race Rocks, Hecate Strait/Queen Charlotte Sound Glass Sponge Reefs, Scott Islands Marine National Wildlife Area, Southern Strait of Georgia National Marine Conservation Area   Newfoundland and Labrador: Laurentian Channel   Northwest Territories: Anguniaqvia Niqiqyuam (Darnley Bay)   Nunavut: Tallurutiup Tariunga (Lancaster Sound) National Marine Conservation Area",501
INVESTING IN THE ARTS,NA
"The NDP firmly believes the arts and culture sector is vital to our collective identity,",601
and is an important driver of job creation and economic growth.,410
"To strengthen Canada's arts and culture sector, including reversing the damage Stephen Harper has inflicted on our public broadcaster, the NDP will:   Restore funding cut from the CBC/Radio-Canada by the Harper government,",502
"and guarantee stable, predictable, multi-year financing to the public broadcaster.",502
"Institute an independent appointment process for the CBC Board to ensure that it's accountable to Canadians and delivering on its mandate as a core cultural institution, broadcasting Canada's unique identities and linguistic realities.",202
"Reinvest in core cultural institutions like the Canada Council for the Arts, Telefilm Canada and the National Film Board.",502
"Ensure Canadians continue to enjoy quality, diverse and local Canadian content on traditional broadcasting platforms.",502
Support our cultural industries in developing new international markets by providing embassies with appropriate cultural personnel and funding.,407
Support artists by implementing income tax averaging for artists and cultural workers.,504
Help Canadians preserve our heritage by restoring the National Archival Development Program.,502
"Ensure that celebrations for Canada's 150th anniversary are non-partisan and inclusive,",601
and support Montreal's 375th Anniversary Celebration.,601
"Ensure that arts and culture are a pillar of Canada's 150th anniversary by creating a special fund to support the creation, diffusion and promotion of Canadian content on digital platforms.",502
MOVING FORWARD ON WOMEN'S EQUALITY,NA
The NDP has fought for years for women's equality.,503
We are committed to ensuring pay equity and ending violence against women.,503
"As we work to ensure greater support and more resources to pursue equality for women, the NDP will:   Ensure access to safe, reliable sexual and reproductive health care.",504
"We will enforce the Canada Health Act to ensure that all provinces provide health services to women who need them,",504
"including accessible, reliable abortion services.",604
Enhance the mandate of Status of Women Canada.,503
The NDP will give the agency a strong mandate to advance women's and girl's equality in Canada,503
while ensuring funding for women's organizations includes advocacy work and independent research in line with Canada's international obligations.,503
Mandate that half of all government appointments to the boards of Crown corporations and government agencies are women.,503
"Require that publicly traded, federally regulated companies have a minimum of 40% women on their boards.",503
CLOSING THE DIGITAL DIVIDE,NA
"From rural Newfoundland and Labrador to Iqaluit and Powell River, communities across Canada need reliable, dependable Internet access to go about their daily lives, whether for business or family use.",411
"The NDP recognizes the challenges when reliable Internet access is not available,",411
and we will:   Move to close the digital divide,411
and expand rural broadband access across the country.,411
Look to support the development of the next generation of high-speed Internet to support our high tech sector.,402
"Move to create a more open and transparent government by working with developers, academics and engaged citizens to use government data to solve problems and improve services for all Canadians.",202
Continue to be committed to net neutrality.,201
LEADING A TRANSPARENT GOVERNMENT,NA
Stephen Harper's hand-picked ethics spokesperson being sentenced to jail time after a conviction for breaking election laws is just one illustration of how broken Ottawa has become under his leadership.,305
"Conservatives have now been convicted of cheating in every election they have won: the in-and-out scheme in 2006, election spending in 2008 and the robocalls scandal in 2011.",305
Conservatives even rammed the Unfair Elections Act through Parliament.,305
"Mike Duffy is on trial, Pamela Wallin and Patrick Brazeau potentially face charges, and the RCMP are reviewing the cases of 30 other Liberal and Conservative Senators identified in the Senate expense scandal.",305
"Conservatives promised they were going to change Ottawa and get rid of Liberal corruption and scandal instead, Ottawa changed them.",305
Canadians deserve better.,305
Canadians are ready for change.,305
The NDP will increase government transparency for Canadians by:   Providing clear objectives and timelines for Canadian participation in military operations abroad,202
and subjecting mission mandates to a vote in the House of Commons.,202
Releasing the aims and objectives of trade negotiations to Parliament,202
and actively engaging Canadian stakeholders in business and labour to improve Canadian access to strategic markets and create good jobs.,202
"The NDP will also set a new standard for open, transparent trade negotiations, which will ensure that we always get the best trade agreements possible for Canadians.",202
The recent Trans-Pacific Partnership (TPP) debate has shown just how secretive the Conservatives are when it comes to major trade agreements.,305
The NDP will consult with Canadians,202
and bring greater transparency to trade talks.,202
"Ensuring that improvements to social and environmental standards, as well as improvements to workers' quality of life in partner countries, are included in Canada's trade strategy.",416
"Issuing a government-wide open data directive to make government data sets easy to find, accessible and usable for Canadians by default to strengthen our democracy, improve the efficiency of services to the public and contribute to economic growth.",201
Restoring and improving the Court Challenges Program to provide funding for citizens and organizations to protect and advance language and equality rights guaranteed under the Charter.,201
"Eliminating all fees, after the $5 filing fee, to expand Canadians' access to information on their government and its activities.",201
Modernizing the Access to Information Act by:   Giving the Information Commissioner the power to order the release of information.,201
"Expand the coverage of the Act to cover the administration of Parliament, the Prime Minister's Office, and Minister's Offices, and start implementing the Commissioner's recommendations to strengthen and modernize the Act.",201
Subjecting the exclusion of cabinet confidences to review by the Information Commissioner.,201
Obliging public officials to create the records necessary to document their actions and decisions.,201
"Providing a general public interest override for all exemptions, so that public interest comes before the secrecy of the government.",201
"Transparency in government also includes ensuring that Canadians know their digital rights, and have their privacy protected.",201
The NDP will:   Move to reform and strengthen Canada's privacy laws by implementing Bill C-475.,201
"This legislation would create mandatory data breach reporting if individuals may face personal risk,",201
and increase the enforcement powers of the Office of the Privacy Commissioner.,201
"Consult with business, IT experts and concerned citizens on how to protect privacy",201
and ensure informed consent as more and more everyday objects from thermostats to cars to bio-chips in animals are connected to the Internet and are collecting and sharing data about our daily lives.,201
We will strike an all-party committee to examine privacy issues as the Internet of Things€ grows more and more mainstream.,201
End the practice of bulk collection of data as part of cyber surveillance by Canadian agencies.,201
"Reinstate the requirement for a warrant before ISPs release data, except in emergency situations.",201
The accountability that Stephen Harper promised has instead given way to scandals and corruption.,305
"The NDP will increase accountability in Ottawa by:   Adopting a cooperative approach to Parliament, in sharp contrast to the culture of fear, division and intimidation that Stephen Harper has brought to Ottawa.",202
"Committing to make the 42nd Parliament work by focusing on delivering results for Canadians, rather than political games.",202
We will work with other federalist parties through informal or appropriate stable arrangements to end Stephen Harper's lost decade.,202
Checking the power of the PMO by strengthening Parliament through:   Improving Question Period by mandating that the Speaker call on ministers to answer questions asked of them.,202
"Empowering the Speaker to break up omnibus bills, like the ones that Stephen Harper used to ram changes through Parliament in order to avoid scrutiny.",202
Establishing the Office of the Parliamentary Science Officer to ensure that parliamentarians have the best possible access to science-based analysis.,202
"Making the Parliamentary Budget Officer (PBO), our budget watchdog, an independent officer of Parliament just like the Auditor General, the Chief Electoral Officer and the Privacy Commissioner.",202
We will enshrine in law the obligation for federal departments to share information with the PBO.,202
"Ensuring ministers are accountable for what occurs in their department by enshrining in law the Ministerial Code of Conduct,",202
and changing the oath of office to include adherence to the Conflict of Interest Act and the principles of ethical government and accountability.,202
Closing loopholes in the Conflict of Interest Act,202
"and empowering the Commissioner power to fully investigate, enforce the rules and issue real financial penalties when the rules are broken, such as:   Banning MPs from charging speaking fees.",202
MPs are elected to work for Canadians and Canadians shouldn't have to pay for the privilege of hearing from their elected representatives.,202
Prohibiting parliamentarians from receiving compensation to serve on external boards.,202
"Removing partisan patronage from government appointments by taking the of government appointments away from the governing party,",202
and setting up a six-member board jointly selected by the government and the Official Opposition to review and approve all political appointments.,202
Restricting partisan government advertising by giving the Auditor General the added responsibility of reviewing proposed government advertisements.,202
ENSURING EVERY VOTE COUNTS,NA
"The NDP will ensure every vote counts,",202
and that this will be the last unfair election Canadians participate in.,202
"As government, the NDP will:   Make your vote truly count by bringing in a system of mixed-member proportional representation that is appropriate for Canada in our first mandate.",202
"Repeal Stephen Harper's so-called Fair Elections Act, which has made it harder for Canadians to exercise their right to vote,",202
and replace it with legislation that will encourage voting,202
and give Elections Canada the powers it needs to crack down on electoral fraud.,202
"Work with provinces to abolish the unaccountable, unelected and unaffordable Senate.",202
"As a first step, we will immediately introduce measures to clean up unjustifiable spending, curtail partisan activity and make the Senate more accountable.",202
Make sure Canadians who live abroad can participate in our electoral process regardless of the length of time they have resided abroad.,202
PUTTING EVIDENCE FIRST,NA
Stephen Harper never seems to let the facts get in the way of whatever story he is trying to tell.,305
"While principled leaders approach a situation with fact-based decision-making, Stephen Harper does the opposite: decision-based fact-making",305
He and his cabinet have muzzled scientists and dismissed the advice of experts from across the spectrum even cutting their budgets whenever possible.,305
The NDP will respect the public service and the independence of scientists and officers of Parliament by:   Creating a Scientific Advisory Council to the Prime Minister to ensure that our government always has access to the best possible scientific advice from experts in all fields.,303
Immediately moving to restore the long-form census and provide the necessary funding to ensure it can be included in the 2016 census.,201
Reversing the Conservatives' policy of muzzling scientists,201
and ensuring that Canada's leading experts are freely available to speak to the media and to publish their findings.,201
Ending the toxic culture of fear that has emerged in the civil service,202
and committing to a new partnership with Canada's civil servants to provide Canadians with high-quality services in which their work is respected.,202
STRENGTHENING PARTNERSHIP AMONG GOVERNMENTS,NA
"Not only did Stephen Harper refuse to listen to the advice of scientists, he actively ignored Canada's premiers.",305
"He refused to meet them as a group, and actively attacked them as elections neared.",305
The NDP will build a stronger federation by:   Convening a biannual meeting of all the premiers and the Prime Minister.,301
"The NDP will also bring transparency and balance to Supreme Court appointments by:   Improving the process for Supreme Court appointments by making it more transparent, non-partisan and respectful of the provinces.",202
"For Supreme Court appointments from Quebec, nominating from a list of candidates submitted by the provincial government.",301
Following the advice of the Commissioner of Official Languages by making fluency in both official languages an essential criterion for Supreme Court appointees.,601
RESPECTING OUR OFFICIAL LANGUAGES,NA
"As a bilingual country, Canada has a unique perspective and diverse voices that need to be heard in the halls of government.",601
The NDP will respect our official languages by:   Reviewing and strengthening the official languages governance structure,601
and by providing senior officials with clear expectations with regard to the Official Languages Act.,601
Enhancing our support to official language minority communities by indexing the funding for the Official Languages Roadmap.,601
"In Quebec, the NDP will protect workers' right to work in French in federally regulated workplaces.",601
FISCAL APPENDIX: A BALANCED PLAN FOR INVESTMENT AND GROWTH,NA
"Stephen Harper has presided over a lost decade marked by job losses, weak economic growth, crumbling infrastructure and escalating household debt.",305
Canadians are ready for a change in Ottawa.,305
"As Prime Minister, Tom Mulcair will lead a government that isn't simply focused on the short-run, but that takes long-term fiscal planning seriously.",414
We will ensure that Parliament and citizens and both current taxpayers and future generations are respected.,202
"Our approach to Canada's finances is responsible, accountable, transparent and sustainable.",414
"Under projections from both the Department of Finance and the Parliamentary Budget Officer, we will balance the federal budget in all four full fiscal years under an NDP government, spanning 2016-17 to 2019-20.",414
"With the broad consensus of projections for 2016-17 projecting real GDP growth of over 2%, this is the appropriate fiscal policy and we will run small structural surpluses throughout our mandate.",414
"We will fund new investments over these four years from new revenues and,",504
"in the out years, we will also invest a portion of the projected surplus from the existing fiscal framework in new programs.",504
Our surpluses in all four years are sufficiently large to absorb moderate economic shocks.,414
We will strengthen Canada's automatic economic stabilizers by making substantial new investments in the Employment Insurance program.,504
"And our substantial investments in infrastructure,",411
childcare,504
and health care,504
will boost economic growth and productivity over the medium-run.,410
"Surpluses run by an NDP government will be used to reduce the debt,",414
invest in infrastructure,411
and strengthen health care.,504
Fiscal Transparency,NA
We will work alongside the experts inside and outside of the Department of Finance to set a new standard for fiscal transparency in government.,202
"We will introduce a Charter of Budget Honesty based on best practices from Australia, the United Kingdom and around the world.",202
"It will enshrine key values of responsible fiscal management, evidence-based budgeting, transparency and accountability.",202
"The Charter will require governments to develop Fiscal Policy Statements with every budget, which will lay out the government's fiscal goals, including debt-to-GDP ratios, spending targets and growth targets.",202
"It will make the full disclosure of all measures of debt, including accumulated deficits, gross liabilities and contingent liabilities, the law in Canada.",201
"The Charter will ensure quarterly budget updates are presented on the first of April, July, October and January every year and by providing an opportunity to publicly measure progress of the Fiscal Policy Statement from each federal budget.",201
"We will ensure that spending is fully transparent, provide a full reporting of departmental spending online, using industry standard reporting methods with all data being made available to Parliament and the PBO.",201
"The Charter will require the annual publication of a Fiscal Sustainability Report, which will present long-term projections for public spending and tax revenue, describe the public sector balance sheet, and set out summary indicators of the long-term sustainability of public finances.",201
"The Charter will also provide for an Intergenerational Report every four years, which will detail demographic and economic changes to identify challenges Canada will face over the next 40 years and how this may influence decision-making today.",201
Fiscal Sustainability,NA
"Stephen Harper has added over $150 billion to the national debt since 2008, while slashing our social safety net and ignoring the realities of climate change.",305
"As a whole, he has added to the weight of a massive economic, social and environmental debt that will be left to our children.",305
"While deficit spending was justified during the 2008 financial crisis, the Harper government has consistently run structural deficits as a result of their reckless tax handouts to the wealthiest Canadians.",305
New Democrats will end this approach by cancelling Stephen Harper's tax breaks for the wealthiest Canadians,503
and by asking profitable corporations to pay their fair share.,503
"New Democrats believe we can do better, while acting in a way that is sustainable for future generations.",414
"Under the NDP's balanced, fiscally responsible plan, we will not leave billions of dollars in unnecessary debt to the next generation.",414
"An NDP government will take steps to put this country on a firm footing, and we will deliver on our commitments.",305
An NDP government will pursue a balanced approach,414
"and will work with the Department of Finance to set realistic long-run, descending targets for Canada's debt-to-GDP ratio.",414
We will run balanced budgets,414
"and, unlike successive Conservative and Liberal governments, this will not be achieved through cuts to the front-line programs and services that matter to Canadians.",504
