"text","cmp_code"
"and increase the maximum sentence for repeat offenders.","605"
"We will work in partnership with provinces and territories","301"
"to bolster public awareness campaigns,","504"
"and take action to ensure that Parliament and federal institutions including the public service, the RCMP, and the Canadian Armed Forces are workplaces free from harassment and sexual violence.","605"
"We will review current gender- and culturally-sensitive training policies for federal front-line law enforcement officers to ensure that they are strong and effective.","605"
"To help those who are new to Canada, we will change the rules so that spouses immigrating to Canada receive immediate permanent residency rather than a two-year waiting period.","705"
"This will make it possible for spouses most often women to work and achieve financial independence.","705"
"We will also immediately launch a national public inquiry into missing and murdered Indigenous women and girls in Canada.","201"
"BILL C-51",NA
"We will repeal the problematic elements of Bill C-51,","201"
"and introduce new legislation that better balances our collective security with our rights and freedoms.","201"
"Canadians know that in Canada, we can both improve our security while protecting our rights and freedoms.","201"
"We will introduce new legislation that will, among other measures:  guarantee that all Canadian Security Intelligence Service warrants respect the Charter of Rights and Freedoms;","201"
"establish an all-party national security oversight committee;","202"
"ensure that Canadians are not limited from lawful protests and advocacy;","201"
"require that government review all appeals by Canadians on the no-fly list;","201"
"narrow overly broad definitions, such as defining terrorist propaganda€ more clearly;","201"
"limit Communications Security Establishment's powers by requiring a warrant to engage in the surveillance of Canadians;","201"
"require a statutory review of the full Anti-Terrorism Act after three years;","201"
"and  prioritize community outreach and counter-radicalization, by creating the Office of the Community Outreach and Counter-radicalization Co-ordinator.","606"
"As this legislation is tabled in Parliament, we will launch broad public consultations, to engage and seek the input of Canadians and subject-matter experts.","202"
"GUNS",NA
"We will take action to get handguns and assault weapons off our streets.","605"
"Over the last decade, Stephen Harper has steadily weakened our gun laws in ways that make Canadians more vulnerable and communities more dangerous.","305"
"We will take pragmatic action to make it harder for criminals to get, and use, handguns and assault weapons.","605"
"We will:   repeal changes made by Bill C-42 that allow restricted and prohibited weapons to be freely transported without a permit,","605"
"and we will put decision-making about weapons restrictions back in the hands of police, not politicians;","605"
"provide $100 million each year to the provinces and territories","301"
"to support guns and gangs police task forces to take illegal guns off our streets and reduce gang violence;","605"
"modify the membership of the Canadian Firearms Advisory Committee to include knowledgeable law enforcement officers, public health advocates, representatives from women's groups, and members of the legal community;","202"
"require enhanced background checks for anyone seeking to purchase a handgun or other restricted firearm;","605"
"require purchasers of firearms to show a license when they buy a gun,","605"
"and require all sellers of firearms to confirm that the license is valid before completing the sale;","605"
"require firearms vendors to keep records of all firearms inventory and sales to assist police in investigating firearms trafficking and other gun crimes;","605"
"immediately implement the imported gun marking regulations that have been repeatedly delayed by Stephen Harper;","605"
"and  as part of our investment in border infrastructure, invest in technologies to enhance our border guards' ability to detect and halt illegal guns from the United States entering into Canada.","605"
"We will not create a new national long-gun registry to replace the one that has been dismantled.","201"
"We will ensure that Canada becomes a party to the international Arms Trade Treaty.","107"
"MARIJUANA",NA
"We will legalize,","604"
"regulate,","403"
"and restrict access to marijuana.","403"
"Canada's current system of marijuana prohibition does not work.","604"
"It does not prevent young people from using marijuana and too many Canadians end up with criminal records for possessing small amounts of the drug.","604"
"Arresting and prosecuting these offenses is expensive for our criminal justice system.","604"
"It traps too many Canadians in the criminal justice system for minor, non-violent offenses.","604"
"At the same time, the proceeds from the illegal drug trade support organized crime and greater threats to public safety, like human trafficking and hard drugs.","604"
"To ensure that we keep marijuana out of the hands of children, and the profits out of the hands of criminals, we will legalize,","604"
"regulate,","403"
"and restrict access to marijuana.","403"
"We will remove marijuana consumption and incidental possession from the Criminal Code,","604"
"and create new, stronger laws to punish more severely those who provide it to minors, those who operate a motor vehicle while under its influence, and those who sell it outside of the new regulatory framework.","605"
"We will create a federal/provincial/territorial task force,","301"
"and with input from experts in public health, substance abuse, and law enforcement, will design a new system of strict marijuana sales and distribution, with appropriate federal and provincial excise taxes applied.","604"
"INVESTING IN OUR CULTURAL AND CREATIVE INDUSTRIES",NA
"Canada's stories, shaped by our immense diversity, deserve to be celebrated and shared.","601"
"Our plan will protect our important national institutions,","502"
"safeguard our official languages,","601"
"promote the industries that reflect our unique identity as Canadians,","502"
"and provide jobs and economic opportunities.","410"
"CBC/RADIO-CANADA",NA
"We will reverse Stephen Harper's cuts","305"
"and make new investments to support our national broadcaster.","502"
"As the anchor to our cultural and creative industries, CBC/Radio-Canada is a vital national institution that brings Canadians together, promotes and defends our two official languages, and supports our shared culture.","502"
"By severely cutting its budget, Stephen Harper has jeopardized our national broadcaster's ability to do this important work.","305"
"We will protect the interests of our national broadcaster, in the interests of all Canadians.","502"
"We will reverse Stephen Harper's cuts","305"
"and invest $150 million in new annual funding for CBC/Radio-Canada, to be delivered in consultation with the broadcaster and the Canadian cultural community.","502"
"We will review the process by which members are appointed to the CBC/Radio-Canada Board of Directors, to ensure merit-based and independent appointments.","202"
"CULTURAL AND CREATIVE INDUSTRIES",NA
"We will invest in our cultural and creative industries to create jobs and grow the middle class, and to strengthen our rich Canadian identity.","502"
"Canada's cultural and creative industries are a vibrant part of our national identity and our economy, providing employment to more than one million Canadians.","502"
"Unfortunately, these industries have been under attack during the Harper decade, hit by funding cuts that have made it harder for Canadian artists to share Canadian stories, here in Canada and around the world.","305"
"We will invest in our cultural and creative industries to help support and grow these nation-building efforts.","502"
"Targeted investments will include:  doubling investment in the Canada Council for the Arts to $360 million each year;","502"
"increasing funding for Telefilm Canada and the National Film Board, with a new investment totalling $25 million each year;","502"
"and  restoring the Promart and Trade Routes international cultural promotion programs cut by Stephen Harper,","502"
"and increasing funding in these programs to $25 milllion each year.","502"
"As part of our commitment to create 40,000 youth jobs each year, we will increase funding for the Young Canada Works program to help prepare the next generation of Canadians working in the heritage sector.","402"
"We will also make significant new investments in cultural infrastructure as part of our investment in social infrastructure.","502"
"OFFICIAL LANGUAGES",NA
"We will encourage and promote the use of Canada's official languages.","601"
"Canada's diversity is its strength.","607"
"That includes our proud tradition of official bilingualism.","601"
"Stephen Harper ignores this diversity by appointing unilingual Anglophones to important positions ranging from the Auditor General to Supreme Court Justices.","305"
"We will renew the federal government's commitment to our official languages by:  developing a new official languages plan to support English and French linguistic minorities;","607"
"ensuring that all federal services be delivered in full compliance with the Official Languages Act;","601"
"establishing a free, online service for learning and retaining English and French as second languages;","601"
"reinstating the Court Challenges Program of Canada cut by Stephen Harper;","601"
"and  making new investments to support CBC/Radio-Canada, a vital national institution that brings Canadians together, promotes and defends our two official languages, and supports our shared culture.","502"
"SUPPORTING STRONG COMMUNITIES",NA
"Canada's economic success comes from its strong communities, and the exceptional people who live, work, and serve in them every day.","606"
"When we support those who make our communities great places to live, we all benefit.","606"
"COMMUNITY HEROES",NA
"We will offer greater financial security to the families of disabled or deceased public safety officers,","504"
"and deliver a new plan to address PTSD.","504"
"We ask public safety officers to stand in harm's way to protect Canadians and keep us safe, and they deserve the highest level of support and care when the unthinkable happens.","504"
"We will introduce a public safety officer compensation benefit to be paid to the families of fire fighters, police officers, and paramedics killed or permanently disabled in the line of duty.","504"
"This $300,000 benefit will offer a measure of financial security to families who are struggling with permanently changed life circumstances or the loss of a loved one.","504"
"When it comes to post-traumatic stress disorder, the kind of support that a first responder receives should be based on their need, not on where they live.","504"
"We will work with the provinces and territories","301"
"to develop a coordinated national action plan on post-traumatic stress disorder, which disproportionately affects public safety officers.","504"
"SEARCH AND RESCUE",NA
"We will restore funding for Canada's four heavy urban search and rescue teams.","605"
"Being able to respond swiftly and effectively to emergencies like ice storms, floods, wildfires, and building collapses is in our national interest.","605"
"In the past, Canada's four heavy urban search and rescue teams have proven invaluable in keeping Canadians and communities safe.","605"
"Under Stephen Harper, funding for these teams has been eliminated, putting our national response capabilities in jeopardy.","305"
"To protect Canadians, our oceans, and our coastal economies, we will also re-open the Maritime Rescue Sub-centre in St. John's,","605"
"and the Kitsilano Coast Guard Base in Vancouver, which were closed by Stephen Harper.","605"
"CHAPTER FIVE",NA
"SECURITY AND OPPORTUNITY",NA
"OPENING THE DOOR TO PROSPERITY",NA
"Canada's story is the story of immigration.","607"
"Those who choose to make Canada their new home bring with them their unique cultures, languages, and an entrepreneurial spirit that strengthens our economy.","607"
"We need a new plan for our immigration system that is grounded in compassion and economic opportunity for all.","705"
"REUNITING FAMILIES",NA
"We will make it easier for immigrants to build successful lives in Canada, and contribute to the economic success of all Canadians.","705"
"Immigration has always been an important part of Canada's economic growth,","410"
"but over the past decade, Stephen Harper has turned his back on welcoming those who want to contribute to our country's success.","305"
"We will take immediate steps to reopen Canada's doors,","705"
"and will make reuniting families a top priority.","705"
"We will immediately double the number of applications allowed for parents and grandparents, to 10,000 each year.","705"
"We will also nearly double the budget for processing family class sponsorship.","303"
"Wait times will come down which currently average almost four years for parent and grandparent applications.","303"
"We will provide more opportunities for applicants who have Canadian siblings by giving additional points under the Express Entry system,","705"
"and we will restore the maximum age for dependents to 22 from 19, to allow more Canadians to bring their children to Canada.","705"
"We will also grant immediate permanent residency to new spouses entering Canada, eliminating the two-year waiting period.","705"
"INTERNATIONAL STUDENTS AND TEMPORARY RESIDENTS",NA
"We will give international students and temporary residents credit for time already spent in Canada.","705"
"We will make it easier for international students and other temporary residents to become Canadian citizens by restoring the residency time credit.","705"
"We will also make changes to the Canadian Experience Class, to reduce the barriers to immigration imposed on international students.","705"
"REMITTANCES",NA
"We will make it more affordable for Canadian workers to send money overseas.","403"
"We will work with provincial and territorial governments","301"
"to better regulate the remittance industry, so that residents of Canada who send money overseas to help family members are not gouged by high fees.","403"
"This will include working with Canada's banks to ensure low-cost access to transfer services,","403"
"exploring ways for Canada Post to offer remittance services,","403"
"and imposing tough new penalties on those who abuse the system and take advantage of vulnerable newcomers to Canada.","605"
"HIRING CAREGIVERS",NA
"We will make it easier and more affordable to hire caregivers.","504"
"Canadian families looking for caregivers to help family members with physical or mental disabilities must pay a $1,000 Labour Market Impact Assessment fee.","504"
"We will eliminate that fee.","504"
"We will also work with the provinces and territories","301"
"to develop a system of regulated companies to hire caregivers on behalf of families.","403"
"This will make it simpler for families to hire caregivers,","504"
"and protect caregivers by allowing them to change employers in the case of bad relations or abuse.","706"
"A MORE COMPASSIONATE CANADA",NA
"Canadians are open, accepting, and generous qualities that should be reflected in Canada's response to those seeking refuge from conflict and war.","601"
"Our communities are strengthened when we come together to help those in need.","606"
"Canada's government should do the same.","107"
"SYRIAN REFUGEES",NA
"We will welcome more refugees from Syria to Canada,","705"
"and offer more help to those providing aid in the region.","107"
"Canadians have been deeply moved by the suffering of refugees in Syria and the surrounding region.","606"
"Canada has a strong history of helping those in need, from Hungarian refugees in the 1950s to Ismaili Muslim refugees in the 1970s to those fleeing South East Asia by boat in the 1970s and 1980s.","601"
"Many Canadians have already offered to help those fleeing Syria, and it is time for the federal government to offer more help, too.","705"
"We have a responsibility to expand our refugee targets and give more victims of war a safe haven in Canada.","705"
"To that end, we will expand Canada's intake of refugees from Syria by 25,000 through immediate government sponsorship.","705"
"We will also work with private sponsors to accept even more.","705"
"To do this, we will invest $250 million, including $100 million this fiscal year, to increase refugee processing, as well as sponsorship and settlement services capacity in Canada.","705"
"We will also provide a new contribution of $100 million this fiscal year to the United Nations High Commission for Refugees to support critical relief activities in the region.","107"
"REFUGEES",NA
"We will restore Canada's reputation","601"
"and help more people in need through a program that is safe, secure, and humane.","705"
"Canada once welcomed refugees openly, but that proud history has faded after a decade of mismanagement under Stephen Harper.","305"
"We will renew and expand our commitment to helping resettle more refugees,","705"
"and deliver a refugee program that is safe, secure, and humane.","705"
"We will:  fully restore the Interim Federal Health Program that provides limited and temporary health benefits to refugees and refugee claimants;","504"
"establish an expert human rights panel to determine designated countries of origin,","201"
"and provide a right to appeal refugee decisions for citizens from these countries;","201"
"and  appoint individuals with appropriate subject-matter expertise to Canada's Immigration and Refugee Board.","303"
"HELP FOR THE WORLD'S POOR",NA
"We will refocus our development assistance on helping the poorest and most vulnerable.","107"
"Over the past ten years, Stephen Harper has steadily shifted aid away from the world's poorest countries, particularly in Africa.","305"
"We will consult with Canadian and international aid organizations to review current policies and funding frameworks that will refocus our aid priorities on poverty reduction.","107"
"As part of rebalancing our priorities, we will ensure that every dollar committed to international development actually gets spent.","107"
"We will not allow funds to lapse, as Stephen Harper has done.","305"
"We will also ensure that Canada's valuable aid initiative on Maternal, Newborn and Child Health (MNCH) is driven by evidence and outcomes, not ideology.","107"
"Closing existing gaps in reproductive rights and health care can and will save lives.","107"
"We will cover the full range of reproductive health services as part of MNCH initiatives.","107"
"EXPANDING EXPORTS AND OPPORTUNITIES FOR CANADIANS",NA
"Canada's economic success relies on strong trade relationships with our closest neighbours: the United States and Mexico.","101"
"Unlike the Conservatives' short-sighted approach, our focus on rebuilding relationships will build a solid foundation for greater trade, stronger growth, and more job creation.","101"
"THE UNITED STATES AND MEXICO",NA
"We will renew and repair our relationships with our North American partners.","101"
"For the past decade, Stephen Harper has led a government that is increasingly partisan, suspicious, and hostile when dealing with our closest neighbours: the United States and Mexico.","305"
"We will end this antagonism and work with our partners to advance our shared interests.","101"
"As a first step, we will immediately lift the Mexican visa requirement that unfairly restricts travel to Canada,","101"
"and commit to rescheduling and hosting a new trilateral leaders' summit with the United States and Mexico.","101"
"We will work with the United States and Mexico to develop a continent-wide clean energy and environment agreement.","107"
"Because Canada relies on international trade to create jobs and grow our economy, we will work to reduce the barriers that limit trade.","407"
"With a re-focused Building Canada Fund, we will promote a steadier flow of goods and business travellers by modernizing border infrastructure and streamlining cargo inspections.","411"
"To underscore the importance of the United States to Canada, we will also create a Cabinet committee to oversee and manage our relationship.","101"
"GETTING CANADIAN GOODS TO MARKET",NA
"We will expand export opportunities that benefit Canada.","407"
"Trade is vital for our economy.","407"
"It opens markets, grows Canadian businesses, and creates good-paying middle class jobs jobs that pay wages that are 50 percent higher than industries that are not export intensive.","407"
"That is good news for the middle class and the communities they call home.","407"
"Stephen Harper's approach to trade, however, has failed.","305"
"His Conservative government has recorded the largest trade deficit in Canadian history, and Canadians are paying the price in lost job opportunities.","305"
"While Stephen Harper may sign trade deals, he walks away from partnering with businesses and entrepreneurs to ensure they can succeed in new markets and create wealth and jobs for Canadians.","305"
"Properly negotiated and implemented, free trade agreements are good for the Canadian economy.","407"
"We will carefully consider all trade opportunities currently open to Canada,","407"
"and explore deeper trade relationships with emerging and established markets, including China and India.","407"
"We will develop a new export promotion strategy that will help businesses take advantage of new trade agreements.","407"
"RENEWING CANADA'S PLACE IN THE WORLD AND STRENGTHENING OUR SECURITY",NA
"Canada's future security and prosperity go hand-in-hand.","104"
"Our plan will ensure that Canada's Armed Forces have the equipment they need and the support they require to protect our sovereignty and support peace operations, while also growing local economies and creating jobs.","104"
"CANADA'S LEADERSHIP IN THE WORLD",NA
"We will restore Canadian leadership in the world.","107"
"Canada has a proud tradition of international leadership, from helping to create the United Nations after the Second World War, to the campaign against South African apartheid, to the international treaty to ban landmines.","107"
"Unfortunately, under Stephen Harper, our influence and presence on the world stage has steadily diminished.","305"
"Instead of working with other countries constructively at the United Nations, the Harper Conservatives have turned their backs on the UN and other multilateral institutions, while also weakening Canada's military, our diplomatic service, and our development programs.","305"
"Whether confronting climate change, terrorism and radicalization, or international conflicts, the need for effective Canadian diplomacy has never been greater than it is today.","107"
"Our plan will restore Canada as a leader in the world.","107"
"Not only to provide greater security and economic growth for Canadians, but because Canada can make a real and valuable contribution to a more peaceful and prosperous world.","107"
"PROMOTING INTERNATIONAL PEACE AND SECURITY",NA
"We will renew Canada's commitment to peacekeeping operations.","107"
"Under Stephen Harper, Canada has dramatically scaled back its involvement in peace operations a decision that could not come at a worse time.","305"
"As the number of violent conflicts in the world escalates, demand for international peace operations has never been greater.","107"
"Peace operations are important not only because of the help they provide to millions of people affected by conflicts, but also because they serve Canada's interests.","107"
"A more peaceful world is a safer and more prosperous world for Canada, too.","107"
"We will recommit to supporting international peace operations with the United Nations,","107"
"and will make our specialized capabilities from mobile medical teams to engineering support to aircraft that can carry supplies and personnel available on a case-by-case basis.","107"
"To help the UN respond more quickly to emerging and escalating conflicts, we will provide well-trained personnel that can be quickly deployed, including mission commanders, staff officers, and headquarters units.","107"
"We will prioritize assistance for civilian police training operations, particularly Francophone officers, who are in great demand in French-speaking countries with peace operations.","107"
"We will lead an international effort to improve and expand the training of military and civilian personnel deployed on peace operations,","107"
"and will insist that any peacekeepers involved in misconduct be held accountable by their own country and the United Nations.","605"
"Finally, to better help those affected by war and violent conflict, we will contribute more to the United Nations' mediation, conflict-prevention, and post-conflict reconstruction efforts.","107"
"INVESTING IN OUR MILITARY",NA
"We will maintain current National Defence spending levels, including current planned increases.","104"
"Under Stephen Harper, investments in the Canadian Armed Forces have been erratic, promised increases in funding have been scaled back, and more than $10 billion of approved funding was left unspent.","305"
"This mismanagement has left Canada's Armed Forces underfunded and ill-equipped, and the courageous members of the Forces unsupported after years of dedicated service.","104"
"We will not let Canada's Armed Forces be shortchanged,","104"
"and we will not lapse military spending from year to year.","104"
"We will also reinvest in building a leaner, more agile, better-equipped military, including adequate support systems for military personnel and their families.","104"
"F-35",NA
"We will not buy the F-35 stealth fighter-bomber.","105"
"We will immediately launch an open and transparent competition to replace the CF-18 fighter aircraft.","104"
"The primary mission of our fighter aircraft should remain the defence of North America, not stealth first-strike capability.","104"
"We will reduce the procurement budget for replacing the CF-18s,","105"
"and will instead purchase one of the many, lower-priced options that better match Canada's defence needs.","104"
"ROYAL CANADIAN NAVY",NA
"We will make investing in the Royal Canadian Navy a top priority.","104"
"By purchasing more affordable alternatives to the F-35s, we will be able to invest in strengthening our Navy, while also meeting the commitments that were made as part of the National Shipbuilding and Procurement Strategy.","104"
"Unlike Stephen Harper, we will have the funds that we need to build promised icebreakers,","104"
"supply ships, arctic and offshore patrol ships, surface combatants, and other resources required by the Navy.","104"
"These investments will ensure that the Royal Canadian Navy is able to operate as a true blue-water maritime force, while also growing our economy and creating jobs.","104"
"STRATEGIC PRIORITIES",NA
"We will immediately begin an open and transparent review process of existing defence capabilities, with the goal of delivering a more effective, better-equipped military.","104"
"The Canada First Defence Strategy, launched by Stephen Harper in 2008, is underfunded and out of date.","104"
"We will review current programs and capabilities, and lay out a realistic plan to strengthen Canada's Armed Forces.","104"
"We will develop the Canadian Armed Forces into an agile, responsive, and well-equipped military force that can effectively defend Canada and North America;","104"
"provide support during natural disasters, humanitarian support missions, and peace operations","107"
"and offer international deterrence and combat capability.","104"
"We will continue to work with the United States to defend North America under NORAD,","104"
"and contribute to regional security within the North Atlantic Treaty Organization.","104"
"We will ensure that equipment is acquired faster, and with vigorous Parliamentary oversight.","202"
"We will put a renewed focus on surveillance and control of Canadian territory and approaches, particularly our Arctic regions,","104"
"and will increase the size of the Canadian Rangers.","104"
"We will continue to support international peace and security operations, as well as humanitarian support missions with the United Nations or regional partners, on a case-by-case basis.","107"
"We will assist in domestic security and natural disaster responses, both at home and abroad.","107"
"To help regional and local partners prevent the spread of terrorism and radicalization, we will vastly increase the scope of training assistance missions.","107"
"To bolster these partnerships, we will support programs that admit and train partner country military students.","107"
"We will conduct a thorough review of existing measures to protect Canadians and our critical infrastructure from cyber-threats.","104"
"Most importantly, we will protect the well-being of Canadian Armed Forces members while in service, including a zero-tolerance policy for sexual harassment,","605"
"adequate mental health support services,","504"
"and high-quality career counselling and support.","504"
"We will also make new and significant investments to meet the sacred obligation that we have to our veterans.","504"
"REPORT ON TRANSFORMATION",NA
"We will implement the recommendations made in the Canadian Forces' Report on Transformation.","104"
"The Canadian Armed Forces' ability to protect Canada's borders and work with our allies overseas should never be compromised.","104"
"Threats to its ability to meet future obligations must be addressed head on.","104"
"The Report on Transformation made a series of recommendations on how to build a more modern, efficient, and effective military, including reducing the size of administration within government and the Canadian Armed Forces in order to strengthen front-line operations.","104"
"COMBAT MISSION IN IRAQ",NA
"We will end Canada's combat mission in Iraq.","105"
"We will refocus Canada's military contribution in the region on the training of local forces,","107"
"while providing more humanitarian support","107"
"and immediately welcoming 25,000 more refugees from Syria.","705"
"CENTRAL AND EASTERN EUROPE",NA
"We will remain fully committed to Canada's existing military contributions in Central and Eastern Europe.","104"
"This includes Canada's participation in NATO assurance measures in Central and Eastern Europe (Operation REASSURANCE) and the multinational training mission in Ukraine (Operation UNIFIER).","104"
